row_id,doc_idx,doc_id,char_index,char,left_context,right_context,window_text,prev_char,next_char,prev_token,next_token,rule_guess,gold_label,annotator_note,dot_idx_in_doc
d73_p1130,73,73,1130,.,ecə korluqdan xilas etməsindən bəhs edir,,ecə korluqdan xilas etməsindən bəhs edir.,r,,edir,,1,1,,9
d74_p81,74,74,81,.,"riyası"" adı ilə ekranlara çıxardılmışdır", Hekayə Canı bəy (İnnokenti Dakayarov) ö,"riyası"" adı ilə ekranlara çıxardılmışdır. Hekayə Canı bəy (İnnokenti Dakayarov) ö",r, ,çıxardılmışdır,Hekayə,1,1,,0
d74_p202,74,74,202,.,ətlə yetirir və onun əvəzinə taxta keçir," Tezliklə, onun anası Taydula (Roza Hayr","ətlə yetirir və onun əvəzinə taxta keçir. Tezliklə, onun anası Taydula (Roza Hayr",r, ,keçir,Tezliklə,1,1,,1
d74_p327,74,74,327,.,orluğunu malicə etmək üçün çarəsiz qalır, Bu zaman Moskva Metropolitanından Aleks,orluğunu malicə etmək üçün çarəsiz qalır. Bu zaman Moskva Metropolitanından Aleks,r, ,qalır,Bu,1,1,,2
d74_p485,74,74,485,.,an onu Qızıl Ordaya göndərməsini istəyir," Aleksius ora getməkdə könülsüz olsa da,","an onu Qızıl Ordaya göndərməsini istəyir. Aleksius ora getməkdə könülsüz olsa da,",r, ,istəyir,Aleksius,1,1,,3
d74_p646,74,74,646,.,adir şanslardan biri kimi qiymətləndirir, Sonda Aleksius fikrini dəyişməyə məcbur,adir şanslardan biri kimi qiymətləndirir. Sonda Aleksius fikrini dəyişməyə məcbur,r, ,qiymətləndirir,Sonda,1,1,,4
d74_p855,74,74,855,.,enko) ilə birlikdə Saray-Jükə yola düşür, Aleksius saraydan qovulur və Fedka sara,enko) ilə birlikdə Saray-Jükə yola düşür. Aleksius saraydan qovulur və Fedka sara,r, ,düşür,Aleksius,1,1,,5
d74_p945,74,74,945,.,rına hörmətsizlik etdiyi üçün qul edilir, Bir müddət acı çəkdikdən və Aleksisun m,rına hörmətsizlik etdiyi üçün qul edilir. Bir müddət acı çəkdikdən və Aleksisun m,r, ,edilir,Bir,1,1,,6
d74_p1049,74,74,1049,.,"a Taydulanın korluğu düzəlir və o, görür"," Qısa müddət sonra, Canı bəy öz oğlu Bər","a Taydulanın korluğu düzəlir və o, görür. Qısa müddət sonra, Canı bəy öz oğlu Bər",r, ,görür,Qısa,1,1,,7
d74_p1137,74,74,1137,.,(Moge Oorjak) tərəfindən qətlə yetirilir, Dil Orda filmindəki bir çox dialoqlar Q,(Moge Oorjak) tərəfindən qətlə yetirilir. Dil Orda filmindəki bir çox dialoqlar Q,r, ,yetirilir,Dil,1,1,,8
d74_p1202,74,74,1202,., çox dialoqlar Qaraçay-balkar dilindədir,, çox dialoqlar Qaraçay-balkar dilindədir.,r,,dilindədir,,1,1,,9
d75_p174,75,75,174,., yaşayan dillər arasında ən yaxın dildir," Buna görə də, filmin dili olaraq bu dil"," yaşayan dillər arasında ən yaxın dildir. Buna görə də, filmin dili olaraq bu dil",r, ,dildir,Buna,1,1,,0
d75_p227,75,75,227,.,"ə, filmin dili olaraq bu dil seçilmişdir"," Buna baxmayaraq, filmdə çəkilmiş türk m","ə, filmin dili olaraq bu dil seçilmişdir. Buna baxmayaraq, filmdə çəkilmiş türk m",r, ,seçilmişdir,Buna,1,1,,1
d75_p323,75,75,323,.,rın heç birinin ana dili bu dil deyildir," Dakayarov, Lovov və Yeqorov yakut xalqı","rın heç birinin ana dili bu dil deyildir. Dakayarov, Lovov və Yeqorov yakut xalqı",r, ,deyildir,Dakayarov,1,1,,2
d75_p423,75,75,423,.,yrullina isə Volqa tatarlarına mənsubdur, Ailə dostları tarixçi Leopold fon Rank ,yrullina isə Volqa tatarlarına mənsubdur. Ailə dostları tarixçi Leopold fon Rank ,r, ,mənsubdur,Ailə,1,1,,3
d75_p524,75,75,524,.,təkləmiş və səyyah etməyə kömək etmişdir, Bu illərdə o dostu Karl Ritterin köməkl,təkləmiş və səyyah etməyə kömək etmişdir. Bu illərdə o dostu Karl Ritterin köməkl,r, ,etmişdir,Bu,1,1,,4
d75_p601,75,75,601,.,məkliyi ilə öz tarixini xəritəsini çəkir, O antik Marvitaniya və Numidiyanın xəri,məkliyi ilə öz tarixini xəritəsini çəkir. O antik Marvitaniya və Numidiyanın xəri,r, ,çəkir,O,1,1,,5
d75_p662,75,75,662,., və Numidiyanın xəritələrini tərtib edib, Onun oğlanları H. Hipert və Riçard Hipe, və Numidiyanın xəritələrini tərtib edib. Onun oğlanları H. Hipert və Riçard Hipe,b, ,edib,Onun,1,1,,6
d75_p680,75,75,680,.,ritələrini tərtib edib. Onun oğlanları H, Hipert və Riçard Hipert də coğrafiyaçıd,ritələrini tərtib edib. Onun oğlanları H. Hipert və Riçard Hipert də coğrafiyaçıd,H, ,H,Hipert,0,0,,7
d75_p725,75,75,725,.,ert və Riçard Hipert də coğrafiyaçıdılar, Atasıyla birlikdə rol aldığı Propoganda,ert və Riçard Hipert də coğrafiyaçıdılar. Atasıyla birlikdə rol aldığı Propoganda,r, ,coğrafiyaçıdılar,Atasıyla,1,1,,8
d75_p857,75,75,857,.,"ındakı ""Mustafa"" rolları ilə tanınmışdır", Yedditəpə Universitetində İşlətmə təhsi,"ındakı ""Mustafa"" rolları ilə tanınmışdır. Yedditəpə Universitetində İşlətmə təhsi",r, ,tanınmışdır,Yedditəpə,1,1,,9
d75_p993,75,75,993,.,", Dorman teatrı kimi yerlərdə işləmişdir",,", Dorman teatrı kimi yerlərdə işləmişdir.",r,,işləmişdir,,1,1,,10
d76_p78,76,76,78,., işğal etməsinə cavab olaraq yazılmışdır, Fixte bu əsərdə alman millətində ortaq , işğal etməsinə cavab olaraq yazılmışdır. Fixte bu əsərdə alman millətində ortaq ,r, ,yazılmışdır,Fixte,1,1,,0
d76_p199,76,76,199,., ümumi aidlik hissini oyatmağa çalışırdı, Bu anlayış XX əsrin ortalarından etibar, ümumi aidlik hissini oyatmağa çalışırdı. Bu anlayış XX əsrin ortalarından etibar,ı, ,çalışırdı,Bu,1,1,,1
d76_p350,76,76,350,.,sində mühüm dönüş nöqtəsinə çevrilmişdir," Postpozitivistlərə görə, bilik tamamilə","sində mühüm dönüş nöqtəsinə çevrilmişdir. Postpozitivistlərə görə, bilik tamamilə",r, ,çevrilmişdir,Postpozitivistlərə,1,1,,2
d76_p517,76,76,517,.,l baxımdan şərtlənən bir konstruksiyadır, Tarixi Postpozitivizm XX əsrin birinci ,l baxımdan şərtlənən bir konstruksiyadır. Tarixi Postpozitivizm XX əsrin birinci ,r, ,konstruksiyadır,Tarixi,1,1,,3
d76_p645,76,76,645,.,miş tənqidlərlə formalaşmağa başlamışdır," Xüsusilə Karl Popper, pozitivizmin empi","miş tənqidlərlə formalaşmağa başlamışdır. Xüsusilə Karl Popper, pozitivizmin empi",r, ,başlamışdır,Xüsusilə,1,1,,4
d76_p864,76,76,864,., (yalanlanma) prinsipini irəli sürmüşdür," Daha sonra Tomas Kun (Thomas Kuhn) ""elm"," (yalanlanma) prinsipini irəli sürmüşdür. Daha sonra Tomas Kun (Thomas Kuhn) ""elm",r, ,sürmüşdür,Daha,1,1,,5
d76_p1050,76,76,1050,.,rilişlərlə inkişaf etdiyini göstərmişdir, Pol Feyerabend və İmre Lakatos kimi düş,rilişlərlə inkişaf etdiyini göstərmişdir. Pol Feyerabend və İmre Lakatos kimi düş,r, ,göstərmişdir,Pol,1,1,,6
d76_p1250,76,76,1250,.,quşması ilə irəlilədiyini iddia etmişlər, Fəlsəfə Postpozitivistlərin fəlsəfi bax,quşması ilə irəlilədiyini iddia etmişlər. Fəlsəfə Postpozitivistlərin fəlsəfi bax,r, ,etmişlər,Fəlsəfə,1,1,,7
d76_p1401,76,76,1401,.,ağlı bir sıra mühüm mövqeləri əhatə edir," Bu yanaşmaya görə, elmi biliklər dəyişm","ağlı bir sıra mühüm mövqeləri əhatə edir. Bu yanaşmaya görə, elmi biliklər dəyişm",r, ,edir,Bu,1,1,,8
d76_p1586,76,76,1586,.,zərdən keçirilə bilən konstruksiyalardır,,zərdən keçirilə bilən konstruksiyalardır.,r,,konstruksiyalardır,,1,1,,9
d77_p163,77,77,163,.,aşkara çıxarıla biləcəyini iddia edirlər, Bu prinsip Karl Popperin irəli sürdüyü ,aşkara çıxarıla biləcəyini iddia edirlər. Bu prinsip Karl Popperin irəli sürdüyü ,r, ,edirlər,Bu,1,1,,0
d77_p251,77,77,251,.,kasiya (yalanlanma) anlayışına əsaslanır," O bildirirdi ki, bir nəzəriyyə yalnız o","kasiya (yalanlanma) anlayışına əsaslanır. O bildirirdi ki, bir nəzəriyyə yalnız o",r, ,əsaslanır,O,1,1,,1
d77_p363,77,77,363,.,un səhvliyini ortaya qoymaq mümkün olsun," Bundan əlavə, postpozitivistlər müşahid","un səhvliyini ortaya qoymaq mümkün olsun. Bundan əlavə, postpozitivistlər müşahid",n, ,olsun,Bundan,1,1,,2
d77_p452,77,77,452,.,əriyəsiz mümkün olmadığını vurğulayırlar, Yəni hər bir alim müşahidəni öz nəzəri ,əriyəsiz mümkün olmadığını vurğulayırlar. Yəni hər bir alim müşahidəni öz nəzəri ,r, ,vurğulayırlar,Yəni,1,1,,3
d77_p585,77,77,585,.,ə heç vaxt tam neytral və obyektiv olmur, Elmi fəaliyyət yalnız eksperimentlərə d,ə heç vaxt tam neytral və obyektiv olmur. Elmi fəaliyyət yalnız eksperimentlərə d,r, ,olmur,Elmi,1,1,,4
d77_p709,77,77,709,.,uğu nəzəri model və anlayışlara bağlıdır, Postpozitivizm həmçinin elmin sosial və,uğu nəzəri model və anlayışlara bağlıdır. Postpozitivizm həmçinin elmin sosial və,r, ,bağlıdır,Postpozitivizm,1,1,,5
d77_p792,77,77,792,.,ədəni kontekstdən asılılığını qəbul edir," Alimin ideoloji baxışları, cəmiyyətin e","ədəni kontekstdən asılılığını qəbul edir. Alimin ideoloji baxışları, cəmiyyətin e",r, ,edir,Alimin,1,1,,6
d77_p912,77,77,912,.,i elmi araşdırmalara təsir göstərə bilər," Bu baxımdan postpozitivizm, elmi bilikl","i elmi araşdırmalara təsir göstərə bilər. Bu baxımdan postpozitivizm, elmi bilikl",r, ,bilər,Bu,1,1,,7
d77_p1075,77,77,1075,.,ə tam obyektiv olmasını sual altına alır," Elmi metodun tək, universal bir forması","ə tam obyektiv olmasını sual altına alır. Elmi metodun tək, universal bir forması",r, ,alır,Elmi,1,1,,8
d77_p1212,77,77,1212,.,mkün və bəzən zəruri olduğunu iddia edir,,mkün və bəzən zəruri olduğunu iddia edir.,r,,edir,,1,1,,9
d78_p93,78,78,93,.,st düşüncənin əsas sütunlarından biridir, Həyatı Aida Əli qızı Hüseyn 1976-cı ild,st düşüncənin əsas sütunlarından biridir. Həyatı Aida Əli qızı Hüseyn 1976-cı ild,r, ,biridir,Həyatı,1,1,,0
d78_p147,78,78,147,.,Əli qızı Hüseyn 1976-cı ildə anadan olub, Fəaliyyəti 1998-2002-ci illərdə Ədliyyə,Əli qızı Hüseyn 1976-cı ildə anadan olub. Fəaliyyəti 1998-2002-ci illərdə Ədliyyə,b, ,olub,Fəaliyyəti,1,1,,1
d78_p374,78,78,374,.,Tədqiqat Laboratoriyasında laborant olub," Zirvə Pulpudeva buzlağından qərbdə, Ell","Tədqiqat Laboratoriyasında laborant olub. Zirvə Pulpudeva buzlağından qərbdə, Ell",b, ,olub,Zirvə,1,1,,2
d78_p477,78,78,477,.,yerləşmişdir və dağ silsiləsinə daxildir," Zirvə cənubi Bolqarıstanda yerləşən, Bo","yerləşmişdir və dağ silsiləsinə daxildir. Zirvə cənubi Bolqarıstanda yerləşən, Bo",r, ,daxildir,Zirvə,1,1,,3
d78_p645,78,78,645,.,ırılan Mamarçevo şəhərinin adını daşıyır," Levak dağından 2.37 km şimal-qərbdə, Be","ırılan Mamarçevo şəhərinin adını daşıyır. Levak dağından 2.37 km şimal-qərbdə, Be",r, ,daşıyır,Levak,1,1,,4
d78_p663,78,78,663,.,əhərinin adını daşıyır. Levak dağından 2,"37 km şimal-qərbdə, Bearskin dağından 11","əhərinin adını daşıyır. Levak dağından 2.37 km şimal-qərbdə, Bearskin dağından 11",2,3,2,37,0,0,,5
d78_p704,78,78,704,.,"37 km şimal-qərbdə, Bearskin dağından 11","33 km şimal-şərqdə, Camper dağından 11.0","37 km şimal-qərbdə, Bearskin dağından 11.33 km şimal-şərqdə, Camper dağından 11.0",1,3,11,33,0,0,,6
d78_p743,78,78,743,.,"1.33 km şimal-şərqdə, Camper dağından 11","08 km cənub-şərqdə, Roberts zirvəsindən ","1.33 km şimal-şərqdə, Camper dağından 11.08 km cənub-şərqdə, Roberts zirvəsindən ",1,0,11,08,0,0,,7
d78_p785,78,78,785,.,"8 km cənub-şərqdə, Roberts zirvəsindən 5",28 km cənubda yerləşmişdir. Həmçinin bax,"8 km cənub-şərqdə, Roberts zirvəsindən 5.28 km cənubda yerləşmişdir. Həmçinin bax",5,2,5,28,0,0,,8
d78_p812,78,78,812,.,zirvəsindən 5.28 km cənubda yerləşmişdir, Həmçinin bax Antarktida Sentinel dağlar,zirvəsindən 5.28 km cənubda yerləşmişdir. Həmçinin bax Antarktida Sentinel dağlar,r, ,yerləşmişdir,Həmçinin,1,1,,9
d78_p896,78,78,896,.,stinadlar Xarici keçidlər Mamarchev Peak, Muzeyin yaradılması ideyasını indi onun,stinadlar Xarici keçidlər Mamarchev Peak. Muzeyin yaradılması ideyasını indi onun,k, ,Peak,Muzeyin,1,1,,10
d78_p977,78,78,977,., kuratoru olan Naim Gühlerüz təklif edib, Vəqf tanınmış yəhudi ailəsi olan Kamhi , kuratoru olan Naim Gühlerüz təklif edib. Vəqf tanınmış yəhudi ailəsi olan Kamhi ,b, ,edib,Vəqf,1,1,,11
d78_p1046,78,78,1046,., olan Kamhi tərəfindən maliyyələşdirilib, Tarixi Əvvəllər Zülfəris Sinaqoqu kimi , olan Kamhi tərəfindən maliyyələşdirilib. Tarixi Əvvəllər Zülfəris Sinaqoqu kimi ,b, ,maliyyələşdirilib,Tarixi,1,1,,12
d78_p1176,78,78,1176,.,raq bərpa edilmiş və yenidən qurulmuşdur,,raq bərpa edilmiş və yenidən qurulmuşdur.,r,,qurulmuşdur,,1,1,,13
d79_p145,79,79,145,.,tərəfindən tikildiyinə dair mənbələr var," O mənbələrdə ""Qalatadakı Müqəddəs Sinav","tərəfindən tikildiyinə dair mənbələr var. O mənbələrdə ""Qalatadakı Müqəddəs Sinav",r, ,var,O,1,1,,0
d79_p234,79,79,234,.,"oq)"" və ya ""Kal Kadoş Qalata"" kimi keçir", XIX əsrin əvvəllərində köhnə binanın ye,"oq)"" və ya ""Kal Kadoş Qalata"" kimi keçir. XIX əsrin əvvəllərində köhnə binanın ye",r, ,keçir,XIX,1,1,,1
d79_p323,79,79,323,.,əlkə də 1823-cü ildə) yenisi tikilmişdir, İki il sonra ibadət üçün bağlandı və nə,əlkə də 1823-cü ildə) yenisi tikilmişdir. İki il sonra ibadət üçün bağlandı və nə,r, ,tikilmişdir,İki,1,1,,2
d79_p405,79,79,405,.,icədə 500-cü ildönümü Fonduna bağışlandı, Bu mərasimdə polkovnik Qarbi bəyin koma,icədə 500-cü ildönümü Fonduna bağışlandı. Bu mərasimdə polkovnik Qarbi bəyin koma,ı, ,bağışlandı,Bu,1,1,,3
d79_p487,79,79,487,.,dirliyindəki hərbi hissə də iştirak etdi, Türkiyə Yəhudiləri Muzeyinin kolleksiya,dirliyindəki hərbi hissə də iştirak etdi. Türkiyə Yəhudiləri Muzeyinin kolleksiya,i, ,etdi,Türkiyə,1,1,,4
d79_p725,79,79,725,.,yəhudi köçünün tarixi dəlilləri yer alır," Muzeyə dəmir qapıdan Nadia Ardittinin ""","yəhudi köçünün tarixi dəlilləri yer alır. Muzeyə dəmir qapıdan Nadia Ardittinin """,r, ,alır,Muzeyə,1,1,,5
d79_p843,79,79,843,.,inin olduğu həyətə daxil olmaqla girilir," Abidə Balkanlar, Dalmatiya, Qafqaz, Fəl","inin olduğu həyətə daxil olmaqla girilir. Abidə Balkanlar, Dalmatiya, Qafqaz, Fəl",r, ,girilir,Abidə,1,1,,6
d79_p1028,79,79,1028,.,yəhudilərinin xatirəsinə həsr edilmişdir, Girişdəki səkkizguşəli əsas salonun məl,yəhudilərinin xatirəsinə həsr edilmişdir. Girişdəki səkkizguşəli əsas salonun məl,r, ,edilmişdir,Girişdəki,1,1,,7
d79_p1214,79,79,1214,.,əhudilərin gündəlik həyatından bəhs edir," Ayrıca, Türkiyə yəhudilərinin azlıq sta","əhudilərin gündəlik həyatından bəhs edir. Ayrıca, Türkiyə yəhudilərinin azlıq sta",r, ,edir,Ayrıca,1,1,,8
d79_p1432,79,79,1432,.,nların fərmanları) kimi ekosponatlar var,,nların fərmanları) kimi ekosponatlar var.,r,,var,,1,1,,9
d80_p53,80,80,53,.,əki qutuda görünən iki Tövrat kitabı var, Birinci mərtəbədə girişdə yerləşən digə,əki qutuda görünən iki Tövrat kitabı var. Birinci mərtəbədə girişdə yerləşən digə,r, ,var,Birinci,1,1,,0
d80_p279,80,80,279,.,ən Türkiyə diplomatlarının adları vardır, Türkiyə diplomatlarının bəzilərinin adı,ən Türkiyə diplomatlarının adları vardır. Türkiyə diplomatlarının bəzilərinin adı,r, ,vardır,Türkiyə,1,1,,1
d80_p366,80,80,366,., xalqları ədalətliləri sırasına daxildir, Bu konseptin Şan sülaləsi zamanı yaranm, xalqları ədalətliləri sırasına daxildir. Bu konseptin Şan sülaləsi zamanı yaranm,r, ,daxildir,Bu,1,1,,2
d80_p425,80,80,425,.,sülaləsi zamanı yaranması ehtimal edilir," O, vergi növlərinin seçimində, vergi də","sülaləsi zamanı yaranması ehtimal edilir. O, vergi növlərinin seçimində, vergi də",r, ,edilir,O,1,1,,3
d80_p585,80,80,585,.,"əsində, vergi güzəştlərində ifadə olunur", Dövlətin vergi siyasəti həm mikroiqtisa,"əsində, vergi güzəştlərində ifadə olunur. Dövlətin vergi siyasəti həm mikroiqtisa",r, ,olunur,Dövlətin,1,1,,4
d80_p670,80,80,670,.,həm də makroiqtisadi aspektlərə malikdir,Makroiqtisadi aspektlər toplanan vergilə,həm də makroiqtisadi aspektlərə malikdir.Makroiqtisadi aspektlər toplanan vergilə,r,M,malikdir,Makroiqtisadi,0,0,,5
d80_p850,80,80,850,.,l siyasətin tərkib hissələrindən biridir,Mikroiqtisadi aspektlər kapital (kimin v,l siyasətin tərkib hissələrindən biridir.Mikroiqtisadi aspektlər kapital (kimin v,r,M,biridir,Mikroiqtisadi,0,0,,6
d80_p1054,80,80,1054,.,ci təsir göstərəcək) məsələlərinə aiddir, Dövlətin vergi siyasətinin seçimi ölkən,ci təsir göstərəcək) məsələlərinə aiddir. Dövlətin vergi siyasətinin seçimi ölkən,r, ,aiddir,Dövlətin,1,1,,7
d80_p1191,80,80,1191,.,tindən və maliyyə vəziyyətindən asılıdır,Vergi siyasəti tədbirlərinə müxtəlif qan,tindən və maliyyə vəziyyətindən asılıdır.Vergi siyasəti tədbirlərinə müxtəlif qan,r,V,asılıdır,Vergi,0,0,,8
d80_p1439,80,80,1439,.,ya qismən) azad edilməsi daxil ola bilər, Vergi siyasəti tədbirləri sistemindən i,ya qismən) azad edilməsi daxil ola bilər. Vergi siyasəti tədbirləri sistemindən i,r, ,bilər,Vergi,1,1,,9
d80_p1573,80,80,1573,.,tin aparılması üçün istifadə oluna bilər, Vergi siyasətinin mühüm vəzifəsi vergi ,tin aparılması üçün istifadə oluna bilər. Vergi siyasətinin mühüm vəzifəsi vergi ,r, ,bilər,Vergi,1,1,,10
d80_p1713,80,80,1713,.,mkan verən boşluqların aşkar edilməsidir, Vergi siyasətinin mühüm vəzifəsi vergi ,mkan verən boşluqların aşkar edilməsidir. Vergi siyasətinin mühüm vəzifəsi vergi ,r, ,edilməsidir,Vergi,1,1,,11
d80_p1853,80,80,1853,.,mkan verən boşluqların aşkar edilməsidir,,mkan verən boşluqların aşkar edilməsidir.,r,,edilməsidir,,1,1,,12
d81_p275,81,81,275,.,ergi güzəştlərinin azaldılmasına yönəlib, İqtisadi inkişaf siyasəti sahibkarların,ergi güzəştlərinin azaldılmasına yönəlib. İqtisadi inkişaf siyasəti sahibkarların,b, ,yönəlib,İqtisadi,1,1,,0
d81_p430,81,81,430,.,ramların azaldılması ilə əlaqələndirilir, A. V. Aronov və V. A. Kaşin vergi siyas,ramların azaldılması ilə əlaqələndirilir. A. V. Aronov və V. A. Kaşin vergi siyas,r, ,əlaqələndirilir,A,1,1,,1
d81_p433,81,81,433,.,ların azaldılması ilə əlaqələndirilir. A, V. Aronov və V. A. Kaşin vergi siyasəti,ların azaldılması ilə əlaqələndirilir. A. V. Aronov və V. A. Kaşin vergi siyasəti,A, ,A,V,0,0,,2
d81_p436,81,81,436,.,ın azaldılması ilə əlaqələndirilir. A. V, Aronov və V. A. Kaşin vergi siyasətinin,ın azaldılması ilə əlaqələndirilir. A. V. Aronov və V. A. Kaşin vergi siyasətinin,V, ,V,Aronov,0,0,,3
d81_p449,81,81,449,.,ı ilə əlaqələndirilir. A. V. Aronov və V, A. Kaşin vergi siyasətinin liberal-məhd,ı ilə əlaqələndirilir. A. V. Aronov və V. A. Kaşin vergi siyasətinin liberal-məhd,V, ,V,A,0,0,,4
d81_p452,81,81,452,.,lə əlaqələndirilir. A. V. Aronov və V. A, Kaşin vergi siyasətinin liberal-məhdud ,lə əlaqələndirilir. A. V. Aronov və V. A. Kaşin vergi siyasətinin liberal-məhdud ,A, ,A,Kaşin,0,0,,5
d81_p536,81,81,536,.,sosial yüklü modellərini fərqləndirirlər,Liberal-məhdud model əmtəə istehsalının ,sosial yüklü modellərini fərqləndirirlər.Liberal-məhdud model əmtəə istehsalının ,r,L,fərqləndirirlər,Liberal-məhdud,0,0,,6
d81_p702,81,81,702,.,linin gəlirlərinin artırılmasına yönəlib,Bu model vergidən azadolmaların maksimum,linin gəlirlərinin artırılmasına yönəlib.Bu model vergidən azadolmaların maksimum,b,B,yönəlib,Bu,0,0,,7
d81_p909,81,81,909,.,əhdudlaşdırılması ilə xarakterizə olunur,"Eyni zamanda, belə vergi siyasətinin həy","əhdudlaşdırılması ilə xarakterizə olunur.Eyni zamanda, belə vergi siyasətinin həy",r,E,olunur,Eyni,0,0,,8
d81_p1029,81,81,1029,., təminatların azalmasına gətirib çıxarır,"Tədqiqatçıların fikrincə, bu siyasət haz"," təminatların azalmasına gətirib çıxarır.Tədqiqatçıların fikrincə, bu siyasət haz",r,T,çıxarır,Tədqiqatçıların,0,0,,9
d81_p1189,81,81,1189,.,qa dövlətlər tərəfindən həyata keçirilir,Sosial yüklü modelin prioritetləri isteh,qa dövlətlər tərəfindən həyata keçirilir.Sosial yüklü modelin prioritetləri isteh,r,S,keçirilir,Sosial,0,0,,10
d81_p1462,81,81,1462,.,ruktur siyasətinin həyata keçirilməsidir,Belə vergi siyasəti yüksək səviyyədə sos,ruktur siyasətinin həyata keçirilməsidir.Belə vergi siyasəti yüksək səviyyədə sos,r,B,keçirilməsidir,Belə,0,0,,11
d81_p1604,81,81,1604,., vergi dərəcələri ilə xarakterizə olunur, Vergi siyasəti elmi XVI əsrin birinci y, vergi dərəcələri ilə xarakterizə olunur. Vergi siyasəti elmi XVI əsrin birinci y,r, ,olunur,Vergi,1,1,,12
d81_p1671,81,81,1671,.,srin birinci yarısında yaranmağa başladı, Ribosom mRNT ardıcıllığı əsasında amin ,srin birinci yarısında yaranmağa başladı. Ribosom mRNT ardıcıllığı əsasında amin ,ı, ,başladı,Ribosom,1,1,,13
d81_p1757,81,81,1757,.,larını birləşdirərək zülal əmələ gətirir," O müxtəlif ölçülü, bir-birilə birləşmiş","larını birləşdirərək zülal əmələ gətirir. O müxtəlif ölçülü, bir-birilə birləşmiş",r, ,gətirir,O,1,1,,14
d81_p1838,81,81,1838,., böyük və kiçik hissəciklərdən ibarətdir, Ribosomların tərkibi eyni miqdarda RNT , böyük və kiçik hissəciklərdən ibarətdir. Ribosomların tərkibi eyni miqdarda RNT ,r, ,ibarətdir,Ribosomların,1,1,,15
d81_p1903,81,81,1903,.,ni miqdarda RNT və zülallardan ibarətdir, Prokariot hüceyrələrdə zülalların sinte,ni miqdarda RNT və zülallardan ibarətdir. Prokariot hüceyrələrdə zülalların sinte,r, ,ibarətdir,Prokariot,1,1,,16
d81_p2038,81,81,2038,.,irisobomlar) tərəfindən həyata keçirilir, Sintez olunmuş zülallar eukariot hüceyr,irisobomlar) tərəfindən həyata keçirilir. Sintez olunmuş zülallar eukariot hüceyr,r, ,keçirilir,Sintez,1,1,,17
d81_p2155,81,81,2155,., şəbəkənin kanal və boşluqlarına yığılır, Sonra istifadə olunmaq üçün hüceyərnin , şəbəkənin kanal və boşluqlarına yığılır. Sonra istifadə olunmaq üçün hüceyərnin ,r, ,yığılır,Sonra,1,1,,18
d81_p2242,81,81,2242,.,sahələrinə və digər orqanoidlərə daşınır,,sahələrinə və digər orqanoidlərə daşınır.,r,,daşınır,,1,1,,19
d82_p119,82,82,119,.,tezinin və daşınmasının vahid aparatıdır, Məzmun Rejissor Qvido Anselmi nüvə qəza,tezinin və daşınmasının vahid aparatıdır. Məzmun Rejissor Qvido Anselmi nüvə qəza,r, ,aparatıdır,Məzmun,1,1,,0
d82_p225,82,82,225,., xilası haqqında film çəkməyə hazırlaşır, Qvidonun bundan əvvəlki filmi böyük müv, xilası haqqında film çəkməyə hazırlaşır. Qvidonun bundan əvvəlki filmi böyük müv,r, ,hazırlaşır,Qvidonun,1,1,,1
d82_p355,82,82,355,.,"dir ki, bu film də ondan geri qalmayacaq", Dekorasiyalara milyonlarla pul xərcləni,"dir ki, bu film də ondan geri qalmayacaq. Dekorasiyalara milyonlarla pul xərcləni",q, ,qalmayacaq,Dekorasiyalara,1,1,,2
d82_p549,82,82,549,.,"ır deyil, o, özünə ilham mənbəyi axtarır", Prodüserlər və kinostudiya ekran əsərin,"ır deyil, o, özünə ilham mənbəyi axtarır. Prodüserlər və kinostudiya ekran əsərin",r, ,axtarır,Prodüserlər,1,1,,3
d82_p634,82,82,634,.,əkilişlərinin başlanmasını tələb edirlər, Bu ekran əsərinin ideyasını Qvidonun hə,əkilişlərinin başlanmasını tələb edirlər. Bu ekran əsərinin ideyasını Qvidonun hə,r, ,edirlər,Bu,1,1,,4
d82_p798,82,82,798,.,unun üçün hələ də ilham mənbəyi lazımdır," Film haqqında Filmin adının niyə məhz ""","unun üçün hələ də ilham mənbəyi lazımdır. Film haqqında Filmin adının niyə məhz """,r, ,lazımdır,Film,1,1,,5
d82_p891,82,82,891,.,""" olmasının izahının bir neçə cavabı var", Versiyalardan biri isə belədir Bu rəqəm,""" olmasının izahının bir neçə cavabı var. Versiyalardan biri isə belədir Bu rəqəm",r, ,var,Versiyalardan,1,1,,6
d82_p1004,82,82,1004,.,asında bu filmin sıra nömrəsini bildirir," Belə ki, bu filmə qədər Fellini 6 tamme","asında bu filmin sıra nömrəsini bildirir. Belə ki, bu filmə qədər Fellini 6 tamme",r, ,bildirir,Belə,1,1,,7
d82_p1150,82,82,1150,.,"ə birlikdə 0,5 film (yarımfilm) çəkmişdi", Bunu bilən Fellini mükafatlandırma məra,"ə birlikdə 0,5 film (yarımfilm) çəkmişdi. Bunu bilən Fellini mükafatlandırma məra",i, ,çəkmişdi,Bunu,1,1,,8
d82_p1254,82,82,1254,.,", dostları ilə birlikdə dincəlməyə gedib",,", dostları ilə birlikdə dincəlməyə gedib.",b,,gedib,,1,1,,9
